ward,type,location,year,est_cost,id,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
31,Alley Apron Menu,W DRUMMOND PL & N LARAMIE AV (5200 W),2011,13138,27207,google,"c(-87.7574695, 41.9589366)",38,1,38001
31,Sidewalk Menu,W DRUMMOND PL & N LAVERGNE AVE,2022,5954.75,27767,census,"c(-87.751397861, 41.9287519320001)",31,28,31028
32,Pavement Markings Menu,W EASTMAN ST & N DAYTON ST,2010,1700,28134,census,"c(-87.649417338, 41.907458589)",32,46,32046
47,Street Bump Outs Menu,W EASTWOOD AVE & N CLAREMONT AVE,2020,6873.81,41260,census,"c(-87.687598228, 41.9657590150001)",47,42,47042
47,In-Road State Law Stop,W EASTWOOD AVE & N DAMEN AVE,2013,550,40768,census,"c(-87.679104206, 41.966008248)",47,36,47036
46,Curb/Gutter Menu,W EASTWOOD AVEDead End (954 W) & N SHERIDAN RD (1000 W),2011,9792,39912,google,"c(-87.7215166, 41.9655809)",39,24,39024
30,Miscellaneous Other,W EDDY ST & N AVONDALE AVE,2014,270,26184,census,"c(-87.718551361, 41.945583201)",35,33,35033
48,Alley Apron Menu,W ELMDALE AVE & N GREENVIEW AV (1500 W),2011,12150,41651,google,"c(-87.6676034, 41.9908217)",48,42,48042
42,POD CAMERA - Erie & Franklin,W ERIE ST & N FRANKLIN ST,2018,27011,36954,google,"c(-87.6356363, 41.8939802)",42,15,42015
42,Pavement Markings Menu,W ERIE ST & N KINGSBURY ST,2011,2400,36604,census,"c(-87.641461981, 41.8938995090001)",42,15,42015
41,Curb & Gutter Menu,W EVERELL AVE & N ORIOLE AVE,2016,7031.52,35964,census,"c(-87.81673309, 41.9924631270001)",41,31,41031
27,Alley Resurfacing Menu,W EVERGREEN AVE & N CLYBOURN AVE,2022,10050.41,23949,google,"c(-87.6640548, 41.9213802)",32,37,32037
2,Floodlight Menu,W EVERGREEN AVE & N NOBLE ST,2021,1900,2420,census,"c(-87.6626990459999, 41.9061641850001)",32,46,32046
26,High Definition Camera,W EVERGREEN AVE & N SPAULDING AVE,2013,22500,22717,google,"c(-87.709294, 41.9055484)",26,5,26005
48,In-Road State Law Stop,W FARRAGUT AVE & N CLARK ST,2014,825,41732,census,"c(-87.668387187, 41.977107157)",48,10,48010
48,In-Road State Law Stop For Pedestrians Signs Menu,W FARRAGUT AVE & N CLARK ST,2016,600,41848,census,"c(-87.668387187, 41.977107157)",48,10,48010
48,In-Road State Law Stop For Pedestrians Signs Menu,W FARRAGUT AVE & N CLARK ST,2017,350,41908,census,"c(-87.668387187, 41.977107157)",48,10,48010
24,5 POD Camera + 5 LPR Existing Cameras: Various Locations,W FIFTH AVE & S KEELER AVE,2021,33552.8,21217,google,"c(-87.730258, 41.8716502)",24,19,24019
48,Traffic Signals,W FOSTER AV & N SHERIDAN RD,2006,296409,41485,census,"c(-87.654992922, 41.9763996570001)",48,14,48014
39,In-Road State Law Stop for Pedestria,W FOSTER AV & N SPAULDING AV,2010,800,34217,google,"c(-87.7111204, 41.9757268)",39,43,39043
40,1  LPR/Existing Camera - NE Foster and Damen,W FOSTER AVE & N DAMEN AVE,2022,10971,35438,google,"c(-87.6793982, 41.9760265)",47,11,47011
48,Arterial Street Bump Outs Menu,W FOSTER AVE & N KENMORE AVE,2020,50000,42130,census,"c(-87.656415962, 41.9763755380001)",48,14,48014
39,Speed Indicator Signs,W FOSTER AVE & N KILBOURN AVE,2021,5500,34632,google,"c(-87.7406833, 41.9754126)",39,11,39011
45,In-Road State Law Stop,W FOSTER AVE & N LOTUS AVE,2012,550,39254,census,"c(-87.7639841279999, 41.9751534920001)",45,8,45008
39,Alley Resurfacing Menu,W FOSTER AVE & N MONTICELLO AVE,2017,7565.33,34475,google,"c(-87.7196542, 41.9756345)",39,35,39035
45,Left-Turn Arrow Menu,W FOSTER AVE & N NAGLE AVE,2016,27100,39451,google,"c(-87.7878481, 41.9756589)",45,21,45021
45,Pavement Markings Menu,W FOSTER AVE & N NAGLE AVE,2016,2300,39459,google,"c(-87.7878481, 41.9756589)",45,21,45021
45,Pavement Markings Menu,W FOSTER AVE & N NATOMA AVE,2018,4300,39583,google,"c(-87.7927034, 41.9756107)",41,53,41053
41,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N OLCOTT AVE,2018,600,36061,census,"c(-87.814453814, 41.974353534)",41,36,41036
39,In-Road State Law Stop,W FOSTER AVE & N SPAULDING AVE,2014,950,34360,google,"c(-87.7111204, 41.9757268)",39,43,39043
39,Miscellaneous Other,W FOSTER AVE & N TRIPP AVE,2013,20000,34317,google,"c(-87.7343959, 41.975465)",39,6,39006
47,In-Road State Law Stop,W FOSTER AVE & N WAYNE AVE,2015,600,40895,google,"c(-87.6635477, 41.976263)",46,19,46019
47,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N WAYNE AVE,2016,600,40993,google,"c(-87.6635477, 41.976263)",46,19,46019
47,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N WAYNE AVE,2017,600,41061,google,"c(-87.6635477, 41.976263)",46,19,46019
47,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N WAYNE AVE,2017,600,41071,google,"c(-87.6635477, 41.976263)",46,19,46019
47,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N WAYNE AVE,2017,350,41078,google,"c(-87.6635477, 41.976263)",46,19,46019
47,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N WAYNE AVE,2018,600,41144,google,"c(-87.6635477, 41.976263)",46,19,46019
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W FOSTER DR & N LSD FOSTER AV ER,2021,19988.4285714286,42158,google,"c(-87.6495137, 41.9770127)",48,14,48014
48,In-Road State Law Stop,W FOSTER DR & N LSD FOSTER AV XR,2014,550,41729,google,"c(-87.6495137, 41.9770127)",48,14,48014
30,Traffic Signal LED Upgrade Menu,W FULLERTON AVE & N AUSTIN AVE,2017,14000,26432,google,"c(-87.7756931, 41.9238842)",29,6,29006
36,Traffic Signal LED Upgrade Menu,W FULLERTON AVE & N AUSTIN AVE,2017,14000,31959,google,"c(-87.7756931, 41.9238842)",29,6,29006
31,High Definition Camera Menu,W FULLERTON AVE & N CICERO AVE,2020,24776,27670,google,"c(-87.746232, 41.924284)",31,23,31023
31,LPR Reader New Camera,W FULLERTON AVE & N CICERO AVE,2020,27410,27671,google,"c(-87.746232, 41.924284)",31,23,31023
35,Miscellaneous CDOT Projects,W FULLERTON AVE & N KARLOV AVE,2019,1700,31164,google,"c(-87.7292052, 41.924424)",31,25,31025
35,Planter Installation On Fullerton Avenue,W FULLERTON AVE & N KARLOV AVE,2019,1818.9,31156,google,"c(-87.7292052, 41.924424)",31,25,31025
35,Miscellaneous CDOT Projects,W FULLERTON AVE & N KEDVALE AVE,2019,1700,31162,google,"c(-87.7304496, 41.9244824)",31,24,31024
35,Planter Installation On Fullerton Avenue,W FULLERTON AVE & N KEDVALE AVE,2019,1818.9,31156,google,"c(-87.7304496, 41.9244824)",31,24,31024
35,Planter Installation On Fullerton Avenue,W FULLERTON AVE & N KEELER AVE,2019,1818.9,31156,census,"c(-87.7316642339999, 41.924426533)",31,24,31024
31,Pedestrian Refuge Island,W FULLERTON AVE & N KEYSTONE AVE,2015,12811,27439,google,"c(-87.7279841, 41.9244461)",31,25,31025
35,Pedestrian Refuge Island,W FULLERTON AVE & N KEYSTONE AVE,2015,12811,30942,google,"c(-87.7279841, 41.9244461)",31,25,31025
35,Miscellaneous CDOT Projects,W FULLERTON AVE & N KEYSTONE AVE,2019,1700,31163,google,"c(-87.7279841, 41.9244461)",31,25,31025
35,Planter Installation On Fullerton Avenue,W FULLERTON AVE & N KEYSTONE AVE,2019,1818.9,31156,google,"c(-87.7279841, 41.9244461)",31,25,31025
43,Curb & Gutter Menu,W FULLERTON AVE & N LAKEVIEW AVE,2017,30283.5,37876,census,"c(-87.639114367, 41.9256124)",43,32,43032
2,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N LAKEWOOD AVE,2018,350,2324,google,"c(-87.6608861, 41.9252481)",32,47,32047
2,POD CAMERA: FULLERTON & LAKEWOOD,W FULLERTON AVE & N LAKEWOOD AVE,2019,24776,2363,google,"c(-87.6608861, 41.9252481)",32,47,32047
2,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N LAKEWOOD AVE,2020,350,2391,google,"c(-87.6608861, 41.9252481)",32,47,32047
2,360 POD Camera Retrofit - Fullerton & Lakewood,W FULLERTON AVE & N LAKEWOOD AVE,2020,5549.2,2395,google,"c(-87.6608861, 41.9252481)",32,47,32047
2,In-Road State Law Stop For Pedestrians Sign Menu,W FULLERTON AVE & N LAKEWOOD AVE,2021,350,2422,google,"c(-87.6608861, 41.9252481)",32,47,32047
35,Miscellaneous CDOT Projects,W FULLERTON AVE & N LAWNDALE AVE,2020,2369,31211,census,"c(-87.719435736, 41.9245752690001)",35,23,35023
30,Traffic Signal LED Upgrade Menu,W FULLERTON AVE & N MENARD AVE,2017,14000,26433,census,"c(-87.770850095, 41.923907968)",30,6,30006
36,Traffic Signal LED Upgrade Menu,W FULLERTON AVE & N MENARD AVE,2017,14000,31960,census,"c(-87.770850095, 41.923907968)",30,6,30006
36,Left-Turn Arrow Menu,W FULLERTON AVE & N NARRAGANSETT AVE,2019,70000,32050,census,"c(-87.785442287, 41.923678834)",29,2,29002
36,1 POD Camera: Fullerton & Narragansett,W FULLERTON AVE & N NARRAGANSETT AVE,2020,24776,32103,census,"c(-87.785442287, 41.923678834)",29,2,29002
36,Left-Turn Arrow Menu,W FULLERTON AVE & N NARRAGANSETT AVE,2020,39647.46,32106,census,"c(-87.785442287, 41.923678834)",29,2,29002
1,In-Road State Law Stop for Pedestrians S,W FULLERTON AVE & N OAKLEY AVE,2011,800,395,census,"c(-87.685206395, 41.9249330390001)",1,24,01024
1,In-Road State Law Stop,W FULLERTON AVE & N OAKLEY AVE,2014,950,551,census,"c(-87.685206395, 41.9249330390001)",1,24,01024
1,Traffic Signal LED,W FULLERTON AVE & N ROCKWELL ST,2014,4960,591,google,"c(-87.6925651, 41.9248239)",1,30,01030
1,Traffic Signal LED,W FULLERTON AVE & N ROCKWELL ST,2015,19240,633,google,"c(-87.6925651, 41.9248239)",1,30,01030
43,In-Road State Law Stop,W FULLERTON AVE & N SEMINARY AVE,2012,960,37555,google,"c(-87.6560276, 41.9253383)",32,49,32049
43,In-Road State Law Stop,W FULLERTON AVE & N SEMINARY AVE,2012,550,37562,google,"c(-87.6560276, 41.9253383)",32,49,32049
43,In-Road State Law Stop,W FULLERTON AVE & N SEMINARY AVE,2013,550,37631,google,"c(-87.6560276, 41.9253383)",32,49,32049
43,In-Road State Law Stop,W FULLERTON AVE & N SEMINARY AVE,2014,350,37687,google,"c(-87.6560276, 41.9253383)",32,49,32049
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2016,350,37803,google,"c(-87.6560276, 41.9253383)",32,49,32049
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2016,350,37824,google,"c(-87.6560276, 41.9253383)",32,49,32049
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2017,350,37888,google,"c(-87.6560276, 41.9253383)",32,49,32049
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2018,350,37939,google,"c(-87.6560276, 41.9253383)",32,49,32049
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2019,350,37990,google,"c(-87.6560276, 41.9253383)",32,49,32049
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2020,350,38017,google,"c(-87.6560276, 41.9253383)",32,49,32049
43,In-Road State Law Stop For Pedestrians Sign Menu,W FULLERTON AVE & N SEMINARY AVE,2022,175,38086,google,"c(-87.6560276, 41.9253383)",32,49,32049
2,In-Road State Law Stop For Pedestrians Sign Menu,W FULLERTON AVE & N SURREY CT,2021,350,2423,google,"c(-87.6604995, 41.9252557)",32,47,32047
2,In-Road State Law Stop For Pedestrians Sign Menu,W FULLERTON AVE & N SURREY CT,2022,350,2473,google,"c(-87.6604995, 41.9252557)",32,47,32047
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SURREY CT,2020,350,38018,google,"c(-87.6604995, 41.9252557)",32,47,32047
43,Pavement Markings Menu,W FULLERTON PKWY & N CLARK ST,2016,1000,37835,google,"c(-87.6404891, 41.9255854)",43,38,43038
43,Traffic Signal Upgrades,W FULLERTON PKWY & N CLARK ST,2017,16000,37900,google,"c(-87.6404891, 41.9255854)",43,38,43038
43,Arterial Street Bump Outs Menu,W FULLERTON PKWY & N GENEVA TER,2019,15586.03,37977,census,"c(-87.643926172, 41.9255320020001)",43,20,43020
43,4 LPR w/o Existing Camera: Lake Shore Drive & Fullerton,W FULLERTON PKWY & N LSD FULLERTON AV ER,2021,54820,38033,google,"c(-87.6439358, 41.9255366)",43,29,43029
43,4 LPR w/o Existing Camera: Lake Shore Drive & Fullerton,W FULLERTON PKWY & N LSDFULLERTON AV XR,2021,54820,38033,google,"c(-87.6439358, 41.9255366)",43,29,43029
42,3 LPR on Existing Cameras; 1 Camera Upgrade: Fulton Market @ Des Plaines,W FULTON MARKET & N DESPLAINES ST,2021,64809,37028,census,"c(-87.6442759019999, 41.886804408)",42,18,42018
42,Viaduct Improvement Menu,W FULTON ST & N MILWAUKEE AVE,2018,6645,36973,census,"c(-87.641333345, 41.8868164670001)",42,18,42018
3,Alley Resurfacing Menu,W GARFIELD BLVD & S PRINCETON AVE,2017,4381.27,2927,google,"c(-87.6329881, 41.7941588)",3,25,03025
35,In-Road State Law Stop For Pedestrians Signs Menu,W GEORGE ST & N CENTRAL PARK AVE,2019,600,31128,census,"c(-87.717236858, 41.933736593)",35,11,35011
33,Miscellaneous Other,W GEORGE ST & N FRANCISCO AVE,2013,731,28992,census,"c(-87.700120178, 41.9339014080001)",35,18,35018
44,In-Road State Law Stop,W GEORGE ST & N HALSTED ST,2014,950,38496,census,"c(-87.649075648, 41.93454459)",44,45,44045
47,Pavement Markings Menu,W GIDDINGS ST & N HAMILTON AVE,2022,2282,41384,census,"c(-87.682392474, 41.9677930780001)",47,22,47022
35,Street Resurfacing Menu,W GIDDINGS ST & N HAMLIN AVE,2017,35102.4,31034,census,"c(-87.723117953, 41.9673830500001)",39,24,39024
40,Street Bump Outs Menu,W GIDDINGS ST & N VIRGINIA AVE,2021,14488.01,35414,census,"c(-87.6988900919999, 41.967616203)",47,15,47015
40,Street Bump Outs Menu,W GIDDINGS ST & N VIRGINIA AVE,2022,11719.375,35463,census,"c(-87.6988900919999, 41.967616203)",47,15,47015
2,Street Resurface Menu(1-5),W GLADYS AVE & S HOYNE AV (2100 W)Dead End (2141 W),2011,30941,1923,google,"c(-87.6783292, 41.8539812)",25,30,25030
28,High Definition Camera,W GLADYS AVE & S SPRINGFIELD AVE,2013,1800,24416,google,"c(-87.7230627, 41.8762124)",28,6,28006
28,POD CAMERA RELOCATION FROM 5059 W HUBBARD TO CAMPBELL & LEXINGTON,W GLADYS AVE & S SPRINGFIELD AVE,2018,900,24655,google,"c(-87.7230627, 41.8762124)",28,6,28006
50,Street Resurfacing Menu,W GLENLAKE AVE & N BERNARD ST,2021,7189,43535,census,"c(-87.715255053, 41.9920289790001)",50,25,50025
48,2 POD CAMERAS: W Glenlake Ave & N Winthrop; W Thorndale Ave & N Kenmore Ave,W GLENLAKE AVE & N WINTHROP AVE,2019,24776,42071,census,"c(-87.65828119, 41.992318411)",48,32,48032
45,Alley Resurfacing Menu,W GOODMAN ST & N PARKSIDE AVE,2019,5412.52333333333,39630,census,"c(-87.7697607059999, 41.9720300390001)",45,53,45053
33,Sidewalk Menu,W GRACE ST & N TROY ST,2017,1005.95,29200,census,"c(-87.706692693, 41.9502904890001)",33,6,33006
26,Miscellaneous-CDOT,W GRAND AV & N CAMPBELL AV,2010,900,22539,census,"c(-87.689174024, 41.8913509000001)",26,17,26017
27,1 LPR no POD Camera - Grand & Hamlin,W GRAND AVE & N HAMLIN AVE,2021,27410,23907,google,"c(-87.7214737, 41.9041974)",27,4,27004
42,Left-Turn Arrow Menu,W GRAND AVE & N KINGSBURY ST,2012,29950,36658,census,"c(-87.6398741259999, 41.891499636)",42,59,42059
42,Traffic Signal Modernization Menu,W GRAND AVE & N KINGSBURY ST,2018,86157,36972,census,"c(-87.6398741259999, 41.891499636)",42,59,42059
36,Pedestrian Refuge Island Menu,W GRAND AVE & N MCVICKER AVE,2017,38881.89,31926,google,"c(-87.7768216, 41.9207866)",37,11,37011
29,Pedestrian Countdown Signal Menu,W GRAND AVE & N NORMANDY AVE,2018,41423,25331,census,"c(-87.79279466, 41.923618536)",36,3,36003
42,Traffic Equipment,W GRAND AVE & N STATE ST,2014,2015,36787,census,"c(-87.628067717, 41.8916724910001)",42,22,42022
26,Left-Turn Arrow Menu,W GRAND AVE & W DIVISION ST,2012,70000,22668,census,"c(-87.7177795429999, 41.9027472810001)",26,9,26009
43,Miscellaneous CDOT Projects,W GRANT PL & N SEDGWICK ST,2016,2350,37831,google,"c(-87.6390331, 41.9228526)",43,17,43017
48,Street Bump Outs Menu,W GRANVILLE AVE & N GREENVIEW AVE,2019,6258.25,42095,census,"c(-87.6677198849999, 41.9944690510001)",40,4,40004
48,Alley Resurfacing Menu,W GRANVILLE AVE & N MAGNOLIA AVE,2022,21909.93,42215,google,"c(-87.6617121, 41.9945505)",48,50,48050
39,Arterial Street Bump Outs Menu,W GRANVILLE AVE & N PULASKI RD,2018,33714.28,34508,census,"c(-87.728882472, 41.993693212)",39,32,39032
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W GRANVILLE AVE & N SHERIDAN RD,2021,19988.4285714286,42158,census,"c(-87.655523547, 41.9946017070001)",49,2,49002
48,In-Road State Law Stop,W GREGORY ST & N CLARK ST,2014,275,41728,census,"c(-87.668560042, 41.9825541050001)",48,7,48007
40,Curb & Gutter Menu,W GREGORY ST & N FRANCISCO AVE,2015,3200,35172,census,"c(-87.701555277, 41.982196335)",40,30,40030
24,High Definition Camera,W GRENSHAW ST & S CENTRAL PARK AVE,2014,22500,21006,census,"c(-87.7154439879999, 41.867255696)",24,49,24049
2,Pole Painting,W HARRISON ST & S CLINTON ST,2007,1750,1175,census,"c(-87.6409554749999, 41.874390996)",2,28,02028
25,Traffic Signals,W HARRISON ST & S HALSTED ST,2009,3000,21669,census,"c(-87.647126003, 41.8743427570001)",2,28,02028
2,Pole Painting,W HARRISON ST & S JEFFERSON ST,2007,1050,1174,census,"c(-87.642422734, 41.8743749160001)",2,28,02028
29,Speed Indicator Signs,W HARRISON ST & S LEAMINGTON AVE,2022,11000,25575,census,"c(-87.7532791679999, 41.872971975)",29,3,29003
11,Bike Lane/Marked Shared Lane Menu,W HARRISON ST & S MORGAN ST,2019,150000,9172,google,"c(-87.6518087, 41.8744094)",2,6,02006
25,Traffic Signals,W HARRISON ST & S MORGAN ST,2009,3000,21670,google,"c(-87.6518087, 41.8744094)",2,6,02006
25,Pole Painting,W HARRISON ST & S RACINE AV,2010,350,21712,census,"c(-87.656926488, 41.8742261800001)",25,28,25028
24,Miscellaneous CDOT Projects,W HARRISON ST & S ST LOUIS AVE,2021,660,21246,census,"c(-87.71322099, 41.873599078)",24,50,24050
2,Pole Painting,W HARRISON ST & W MORGAN ST,2010,3000,1773,google,"c(-87.6518087, 41.8744094)",2,6,02006
2,Street Lighting,W HASTINGS ST & S THROOP ST,2010,1000,1808,google,"c(-87.6588101, 41.8642931)",2,4,02004
44,Alley Apron Menu,W HENDERSON ST & N LAKEWOOD AV (1300 W),2011,8318,38289,google,"c(-87.6615395, 41.9399329)",44,9,44009
41,Traffic Signals,W HIGGINS AV & N OCONTO AV,2008,32000,35716,google,"c(-87.7908634, 41.97726)",41,9,41009
41,Pavement Markings Menu,W HIGGINS AVE & N MONT CLARE AVE,2018,249.74,36062,google,"c(-87.8046404, 41.9806002)",41,3,41003
37,Street Bump Outs Menu,W HIRSCH ST & N LOREL AVE,2022,29966.67,33092,census,"c(-87.7595823509999, 41.9058305350001)",37,38,37038
48,In-Road State Law Stop,W HOLLYWOOD AVE & N CLARK ST,2014,950,41731,census,"c(-87.669110766, 41.9851308520001)",48,37,48037
48,1 LPR W/O Existing Camera: Hollywood & Kenmore,W HOLLYWOOD AVE & N KENMORE AVE,2021,27410,42155,census,"c(-87.656669215, 41.9855087220001)",48,27,48027
48,1 LPR W/O Existing Camera: Hollywood & Kenmore NE Corner,W HOLLYWOOD AVE & N KENMORE AVE,2021,27410,42156,census,"c(-87.656669215, 41.9855087220001)",48,27,48027
48,LPR with Existing Camera at Hollywood and Kenmore,W HOLLYWOOD AVE & N KENMORE AVE,2021,10791,42171,census,"c(-87.656669215, 41.9855087220001)",48,27,48027
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W HOLLYWOOD AVE & N KENMORE AVE,2021,19988.4285714286,42158,census,"c(-87.656669215, 41.9855087220001)",48,27,48027
40,Alley Apron Menu,W HOLLYWOOD AVE & N SACRAMENTO AV (3000 W),2011,8177,34981,google,"c(-87.7020469, 41.896063)",26,28,26028
48,1 POD Camera,W HOLLYWOOD AVE & N WINTHROP AVE,2021,24776,42157,census,"c(-87.6580721559999, 41.985484602)",48,47,48047
48,Pedestrian Refuge Island Menu,W HOOD AVE & N BROADWAY,2017,60000,41926,google,"c(-87.6603389, 41.9936243)",48,31,48031
49,In-Road State Law Stop,W HOWARD ST & N BOSWORTH AVE,2013,1100,42565,census,"c(-87.6694966759999, 42.0193642130001)",49,5,49005
49,In-Road State Law Stop,W HOWARD ST & N BOSWORTH AVE,2015,350,42664,census,"c(-87.6694966759999, 42.0193642130001)",49,5,49005
1,Miscellaneous-CDOT,W Hoyne Ave & W Chicago Ave,2008,28000,258,google,"c(-87.6839869, 41.8901452)",26,46,26046
1,In-Road State Law Stop for Pedestrians S,W HURON ST & N DAMEN AVE,2011,800,391,census,"c(-87.676997785, 41.8940964830001)",1,45,01045
42,1- PTZ Camera - SW Huron and Kingsbury,W HURON ST & N KINGSBURY ST,2022,24776,37065,census,"c(-87.6414820809999, 41.894703486)",42,15,42015
1,1 POD Camera: Noble & Huron (Split w/ Ward 27),W HURON ST & N NOBLE ST,2021,12388,942,census,"c(-87.662353336, 41.8943296370001)",27,39,27039
27,1 POD Camera: Noble & Huron (Split w/ Ward 1),W HURON ST & N NOBLE ST,2021,12388,23911,census,"c(-87.662353336, 41.8943296370001)",27,39,27039
42,Traffic Signals,W ILLINOIS ST & N STREETER,2011,15000,36589,census,"c(-87.611091732, 41.891137846)",42,11,42011
46,Left-Turn Arrow Menu,W IRVING PARK RD & N BROADWAY,2016,8007.16,40082,census,"c(-87.650530847, 41.954551569)",46,10,46010
47,Pavement Markings,W IRVING PARK RD & N GREENVIEW AVE,2015,8000,40916,census,"c(-87.667518891, 41.9543103760001)",47,24,47024
47,Speed Indicator Signs,W IRVING PARK RD & N GREENVIEW AVE,2022,985.096666666667,41398,census,"c(-87.667518891, 41.9543103760001)",47,24,47024
47,Pavement Markings,W IRVING PARK RD & N JANSSEN AVE,2015,6000,40911,census,"c(-87.665842598, 41.9543344950001)",47,24,47024
33,Left-Turn Arrow Menu,W IRVING PARK RD & N KEDZIE AVE,2017,45780,29196,google,"c(-87.7080169, 41.9539757)",33,11,33011
38,Traffic Signals,W IRVING PARK RD & N KEELER AV,2007,46183,33333,census,"c(-87.732472231, 41.953598856)",38,5,38005
45,Miscellaneous CDOT Projects,W IRVING PARK RD & N KOSTNER AVE,2017,2100,39509,census,"c(-87.7380638939999, 41.953530518)",38,5,38005
