ward,type,location,year,est_cost,id,point_location,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
43,Traffic Signals,N CLARK ST & W BELDEN AV,2005,43000,34364,N CLARK ST & W BELDEN AV,census,"c(-87.6393636, 41.923771292)",43,44,43044
43,Traffic Signals,N CLARK ST & W BELDEN AV,2007,12000,34474,N CLARK ST & W BELDEN AV,census,"c(-87.6393636, 41.923771292)",43,44,43044
40,Accessible Pedestrian Signal,N CLARK ST & W BRYN MAWR AVE,2018,46193,32590,N CLARK ST & W BRYN MAWR AVE,census,"c(-87.668752997, 41.9834907380001)",48,44,48044
47,In-Road State Law Stop,N CLARK ST & W CARMEN AVE,2015,600,37859,N CLARK ST & W CARMEN AVE,census,"c(-87.668206292, 41.9743696140001)",46,19,46019
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W CARMEN AVE,2016,600,37926,N CLARK ST & W CARMEN AVE,census,"c(-87.668206292, 41.9743696140001)",46,19,46019
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W CARMEN AVE,2017,350,38025,N CLARK ST & W CARMEN AVE,census,"c(-87.668206292, 41.9743696140001)",46,19,46019
49,In-Road State Law Stop for Pedestrians S,N CLARK ST & W CHASE AVE,2011,410,39279,N CLARK ST & W CHASE AVE,census,"c(-87.674823026, 42.01376049)",49,12,49012
49,Pavement Markings,N CLARK ST & W CHASE AVE,2012,1100,39322,N CLARK ST & W CHASE AVE,census,"c(-87.674823026, 42.01376049)",49,12,49012
49,In-Road State Law Stop,N CLARK ST & W CHASE AVE,2015,350,39448,N CLARK ST & W CHASE AVE,census,"c(-87.674823026, 42.01376049)",49,12,49012
44,Sidewalk Menu,N CLARK ST & W CORNELIA AVE,2021,24712.62,43245,N CLARK ST & W CORNELIA AVE,census,"c(-87.655226076, 41.9456073200001)",44,31,44031
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W CULLOM AVE,2017,600,38007,N CLARK ST & W CULLOM AVE,census,"c(-87.665267754, 41.959841741)",46,27,46027
47,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W CULLOM AVE,2017,350,38038,N CLARK ST & W CULLOM AVE,census,"c(-87.665267754, 41.959841741)",46,27,46027
2,Miscellaneous CDOT Projects,N CLARK ST & W DELAWARE PL,2020,20000,2276,N CLARK ST & W DELAWARE PL,google,"c(-87.6313031, 41.8987382)",42,17,42017
43,In-Road State Law Stop for Pedestrians S,N CLARK ST & W DEMING PL,2011,410,34663,N CLARK ST & W DEMING PL,google,"c(-87.6423186, 41.9286784)",43,33,43033
43,In-Road State Law Stop,N CLARK ST & W DEMING PL,2013,550,34842,N CLARK ST & W DEMING PL,google,"c(-87.6423186, 41.9286784)",43,33,43033
43,In-Road State Law Stop,N CLARK ST & W DEMING PL,2015,350,34945,N CLARK ST & W DEMING PL,google,"c(-87.6423186, 41.9286784)",43,33,43033
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W DEMING PL,2016,350,35009,N CLARK ST & W DEMING PL,google,"c(-87.6423186, 41.9286784)",43,33,43033
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W DEMING PL,2016,350,35021,N CLARK ST & W DEMING PL,google,"c(-87.6423186, 41.9286784)",43,33,43033
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W DEMING PL,2018,350,35117,N CLARK ST & W DEMING PL,google,"c(-87.6423186, 41.9286784)",43,33,43033
43,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W DEMING PL,2022,175,43109,N CLARK ST & W DEMING PL,google,"c(-87.6423186, 41.9286784)",43,33,43033
40,Miscellaneous-CDOT,N CLARK ST & W DEVON AV,2008,700,32203,N CLARK ST & W DEVON AV,census,"c(-87.670622244, 41.9980789090001)",40,28,40028
49,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ESTES AVE,2011,800,39278,N CLARK ST & W ESTES AVE,census,"c(-87.674433097, 42.0114128760001)",49,32,49032
49,In-Road State Law Stop,N CLARK ST & W ESTES AVE,2012,950,39318,N CLARK ST & W ESTES AVE,census,"c(-87.674433097, 42.0114128760001)",49,32,49032
49,In-Road State Law Stop,N CLARK ST & W ESTES AVE,2014,950,39410,N CLARK ST & W ESTES AVE,census,"c(-87.674433097, 42.0114128760001)",49,32,49032
48,In-Road State Law Stop for Pedestria,N CLARK ST & W FARRAGUT AV,2010,800,38527,N CLARK ST & W FARRAGUT AV,census,"c(-87.668387187, 41.977107157)",48,10,48010
40,Miscellaneous Other,N CLARK ST & W FARRAGUT AVE,2014,275,32425,N CLARK ST & W FARRAGUT AVE,census,"c(-87.668387187, 41.977107157)",48,10,48010
49,In-Road State Law Stop for Pedestrians S,N CLARK ST & W FARWELL AVE,2011,800,39280,N CLARK ST & W FARWELL AVE,census,"c(-87.673395966, 42.0065608720001)",49,38,49038
49,In-Road State Law Stop,N CLARK ST & W FARWELL AVE,2012,1100,39320,N CLARK ST & W FARWELL AVE,census,"c(-87.673395966, 42.0065608720001)",49,38,49038
49,In-Road State Law Stop,N CLARK ST & W FARWELL AVE,2014,950,39411,N CLARK ST & W FARWELL AVE,census,"c(-87.673395966, 42.0065608720001)",49,38,49038
49,Arterial Street Bump Outs Menu,N CLARK ST & W FARWELL AVE,2022,31914.46,39732,N CLARK ST & W FARWELL AVE,census,"c(-87.673395966, 42.0065608720001)",49,38,49038
43,Traffic Signals,N CLARK ST & W FULLERTON AV,2007,12000,34475,N CLARK ST & W FULLERTON AV,census,"c(-87.640477109, 41.925588281)",43,38,43038
42,Miscellaneous-CDOT,N Clark St & W Germania Pl,2007,36000,33654,N Clark St & W Germania Pl,census,"c(-87.631645416, 41.9104292860001)",42,10,42010
2,In-Road State Law Stop,N CLARK ST & W GERMANIA PL,2014,350,2043,N CLARK ST & W GERMANIA PL,census,"c(-87.631645416, 41.9104292860001)",42,10,42010
2,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W GERMANIA PL,2018,600,2215,N CLARK ST & W GERMANIA PL,census,"c(-87.631645416, 41.9104292860001)",42,10,42010
2,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W GERMANIA PL,2022,350,2339,N CLARK ST & W GERMANIA PL,census,"c(-87.631645416, 41.9104292860001)",42,10,42010
42,In-Road State Law Stop,N CLARK ST & W GERMANIA PL,2012,800,33852,N CLARK ST & W GERMANIA PL,census,"c(-87.631645416, 41.9104292860001)",42,10,42010
40,Traffic Signals,N CLARK ST & W GRANVILLE AV,2008,12000,32215,N CLARK ST & W GRANVILLE AV,census,"c(-87.6701478969999, 41.994440911)",40,4,40004
40,Miscellaneous Other,N CLARK ST & W GREGORY ST,2014,275,32423,N CLARK ST & W GREGORY ST,census,"c(-87.668560042, 41.9825541050001)",48,7,48007
48,In-Road State Law Stop for Pedestria,N CLARK ST & W GREGORY ST,2009,800,38494,N CLARK ST & W GREGORY ST,census,"c(-87.668560042, 41.9825541050001)",48,7,48007
2,Traffic Signals,N CLARK ST & W HARRISON ST,2010,4500,1781,N CLARK ST & W HARRISON ST,census,"c(-87.630672604, 41.8745236520001)",2,49,02049
48,In-Road State Law Stop for Pedestria,N CLARK ST & W HOLLYWOOD AV,2010,950,38525,N CLARK ST & W HOLLYWOOD AV,census,"c(-87.669110766, 41.9851308520001)",48,37,48037
48,In-Road State Law Stop,N CLARK ST & W HOLLYWOOD AVE,2015,1200,38684,N CLARK ST & W HOLLYWOOD AVE,census,"c(-87.669110766, 41.9851308520001)",48,37,48037
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W HOLLYWOOD AVE,2017,600,38783,N CLARK ST & W HOLLYWOOD AVE,census,"c(-87.669110766, 41.9851308520001)",48,37,48037
48,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W HOLLYWOOD AVE,2022,600,39031,N CLARK ST & W HOLLYWOOD AVE,census,"c(-87.669110766, 41.9851308520001)",48,37,48037
2,Floodlight Menu,N CLARK ST & W HURON ST,2016,1200,2145,N CLARK ST & W HURON ST,census,"c(-87.631199209, 41.8948361430001)",42,57,42057
49,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,N CLARK ST & W JARVIS AVE,2018,48000,39597,N CLARK ST & W JARVIS AVE,census,"c(-87.675184816, 42.0159030900001)",49,11,49011
42,Miscellaneous-CDOT,N CLARK ST & W KINZIE ST,2011,180000,33825,N CLARK ST & W KINZIE ST,census,"c(-87.631058513, 41.8892123200001)",42,55,42055
46,Pedestrian Countdown Signal Menu,N CLARK ST & W MONTROSE AVE,2018,25885,37154,N CLARK ST & W MONTROSE AVE,census,"c(-87.6659511349999, 41.961638631)",47,41,47041
47,Pedestrian Countdown Signal Menu,N CLARK ST & W MONTROSE AVE,2018,25885,38094,N CLARK ST & W MONTROSE AVE,census,"c(-87.6659511349999, 41.961638631)",47,41,47041
48,In-Road State Law Stop for Pedestria,N CLARK ST & W OLIVE AV,2009,800,38495,N CLARK ST & W OLIVE AV,census,"c(-87.668962031, 41.9844514910001)",48,37,48037
48,In-Road State Law Stop for Pedestria,N CLARK ST & W OLIVE AV,2010,550,38526,N CLARK ST & W OLIVE AV,census,"c(-87.668962031, 41.9844514910001)",48,37,48037
40,Miscellaneous Other,N CLARK ST & W OLIVE AVE,2014,275,32428,N CLARK ST & W OLIVE AVE,census,"c(-87.668962031, 41.9844514910001)",48,37,48037
48,In-Road State Law Stop,N CLARK ST & W OLIVE AVE,2014,275,38623,N CLARK ST & W OLIVE AVE,census,"c(-87.668962031, 41.9844514910001)",48,37,48037
48,In-Road State Law Stop,N CLARK ST & W OLIVE AVE,2015,1200,38683,N CLARK ST & W OLIVE AVE,census,"c(-87.668962031, 41.9844514910001)",48,37,48037
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W OLIVE AVE,2016,600,38728,N CLARK ST & W OLIVE AVE,census,"c(-87.668962031, 41.9844514910001)",48,37,48037
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W OLIVE AVE,2016,600,38729,N CLARK ST & W OLIVE AVE,census,"c(-87.668962031, 41.9844514910001)",48,37,48037
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W OLIVE AVE,2017,600,38782,N CLARK ST & W OLIVE AVE,census,"c(-87.668962031, 41.9844514910001)",48,37,48037
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W RASCHER AVE,2017,600,38784,N CLARK ST & W RASCHER AVE,census,"c(-87.6683510079999, 41.980757215)",48,43,48043
48,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W RASCHER AVE,2022,600,39032,N CLARK ST & W RASCHER AVE,census,"c(-87.6683510079999, 41.980757215)",48,43,48043
43,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ROSLYN PL,2011,410,34659,N CLARK ST & W ROSLYN PL,census,"c(-87.6415263, 41.9273409520001)",43,27,43027
43,In-Road State Law Stop,N CLARK ST & W ROSLYN PL,2014,550,34892,N CLARK ST & W ROSLYN PL,census,"c(-87.6415263, 41.9273409520001)",43,27,43027
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ROSLYN PL,2016,350,35003,N CLARK ST & W ROSLYN PL,census,"c(-87.6415263, 41.9273409520001)",43,27,43027
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ROSLYN PL,2016,350,35015,N CLARK ST & W ROSLYN PL,census,"c(-87.6415263, 41.9273409520001)",43,27,43027
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ROSLYN PL,2017,350,35078,N CLARK ST & W ROSLYN PL,census,"c(-87.6415263, 41.9273409520001)",43,27,43027
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ROSLYN PL,2019,350,35159,N CLARK ST & W ROSLYN PL,census,"c(-87.6415263, 41.9273409520001)",43,27,43027
43,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W ROSLYN PL,2021,350,35202,N CLARK ST & W ROSLYN PL,census,"c(-87.6415263, 41.9273409520001)",43,27,43027
43,In-Road State Law Stop for Pedestrians S,N CLARK ST & W SCHUBERT AVE,2011,410,34658,N CLARK ST & W SCHUBERT AVE,google,"c(-87.6445819, 41.9318282)",43,45,43045
43,In-Road State Law Stop,N CLARK ST & W SCHUBERT AVE,2013,1100,34837,N CLARK ST & W SCHUBERT AVE,google,"c(-87.6445819, 41.9318282)",43,45,43045
43,In-Road State Law Stop,N CLARK ST & W SCHUBERT AVE,2015,700,34944,N CLARK ST & W SCHUBERT AVE,google,"c(-87.6445819, 41.9318282)",43,45,43045
43,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W SCHUBERT AVE,2022,350,43111,N CLARK ST & W SCHUBERT AVE,google,"c(-87.6445819, 41.9318282)",43,45,43045
43,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ST JAMES PL,2011,410,34665,N CLARK ST & W ST JAMES PL,census,"c(-87.641803672, 41.927815298)",43,27,43027
43,In-Road State Law Stop,N CLARK ST & W ST JAMES PL,2013,550,34846,N CLARK ST & W ST JAMES PL,census,"c(-87.641803672, 41.927815298)",43,27,43027
43,In-Road State Law Stop,N CLARK ST & W ST JAMES PL,2014,550,34893,N CLARK ST & W ST JAMES PL,census,"c(-87.641803672, 41.927815298)",43,27,43027
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ST JAMES PL,2016,350,34997,N CLARK ST & W ST JAMES PL,census,"c(-87.641803672, 41.927815298)",43,27,43027
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ST JAMES PL,2017,350,35079,N CLARK ST & W ST JAMES PL,census,"c(-87.641803672, 41.927815298)",43,27,43027
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W ST JAMES PL,2018,350,35116,N CLARK ST & W ST JAMES PL,census,"c(-87.641803672, 41.927815298)",43,27,43027
48,In-Road State Law Stop for Pedestria,N CLARK ST & W SUMMERDALE AV,2009,800,38496,N CLARK ST & W SUMMERDALE AV,census,"c(-87.668306789, 41.9789321860001)",48,43,48043
40,Miscellaneous Other,N CLARK ST & W SUMMERDALE AVE,2014,475,32426,N CLARK ST & W SUMMERDALE AVE,census,"c(-87.668306789, 41.9789321860001)",48,43,48043
48,In-Road State Law Stop,N CLARK ST & W SUMMERDALE AVE,2014,950,38629,N CLARK ST & W SUMMERDALE AVE,census,"c(-87.668306789, 41.9789321860001)",48,43,48043
48,In-Road State Law Stop,N CLARK ST & W SUMMERDALE AVE,2015,350,38686,N CLARK ST & W SUMMERDALE AVE,census,"c(-87.668306789, 41.9789321860001)",48,43,48043
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W SUMMERDALE AVE,2017,600,38785,N CLARK ST & W SUMMERDALE AVE,census,"c(-87.668306789, 41.9789321860001)",48,43,48043
48,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W SUMMERDALE AVE,2022,600,39033,N CLARK ST & W SUMMERDALE AVE,census,"c(-87.668306789, 41.9789321860001)",48,43,48043
49,Street Light Upgrade,N CLARK ST & W TOUHY AVE,2014,1600,39425,N CLARK ST & W TOUHY AVE,google,"c(-87.6746104, 42.0126341)",49,32,49032
43,Traffic Signals,N CLARK ST & W WEBSTER AV,2007,12000,34473,N CLARK ST & W WEBSTER AV,google,"c(-87.6382989, 41.9219657)",43,8,43008
43,In-Road State Law Stop,N CLARK ST & W WEBSTER AVE,2012,410,34772,N CLARK ST & W WEBSTER AVE,google,"c(-87.6382989, 41.9219657)",43,8,43008
43,In-Road State Law Stop,N CLARK ST & W WEBSTER AVE,2014,1100,34885,N CLARK ST & W WEBSTER AVE,google,"c(-87.6382989, 41.9219657)",43,8,43008
47,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W WINONA ST,2022,350,38272,N CLARK ST & W WINONA ST,google,"c(-87.6683198, 41.9752867)",48,49,48049
43,Pedestrian Refuge Island,N CLARK ST & W WISCONSIN ST,2015,37321,34953,N CLARK ST & W WISCONSIN ST,google,"c(-87.6349515, 41.9165947)",43,24,43024
43,Pedestrian Refuge Island Menu,N CLARK ST & W WISCONSIN ST,2016,2297.91,35036,N CLARK ST & W WISCONSIN ST,google,"c(-87.6349515, 41.9165947)",43,24,43024
43,In-Road State Law Stop,N CLEVELAND AVE & W ARMITAGE AVE,2014,550,34886,N CLEVELAND AVE & W ARMITAGE AVE,census,"c(-87.641244907, 41.918288165)",43,17,43017
46,Traffic Signals,N CLIFTON AV & W MONTROSE AV,2009,40000,36904,N CLIFTON AV & W MONTROSE AV,census,"c(-87.658060096, 41.961739128)",46,32,46032
1,Alley Apron Menu,N CLYBOURN AVE & N HOYNE AV (2950 N),2011,21141,376,N CLYBOURN AVE & N HOYNE AV (2950 N),google,"c(-87.6809479, 41.9355684)",1,28,01028
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & N KENMORE AVE,2018,600,35105,N CLYBOURN AVE & N KENMORE AVE,census,"c(-87.655921516, 41.9155104230001)",32,51,32051
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & N KENMORE AVE,2020,600,35181,N CLYBOURN AVE & N KENMORE AVE,census,"c(-87.655921516, 41.9155104230001)",32,51,32051
43,In-Road State Law Stop For Pedestrians Sign Menu,N CLYBOURN AVE & N KENMORE AVE,2022,600,35231,N CLYBOURN AVE & N KENMORE AVE,census,"c(-87.655921516, 41.9155104230001)",32,51,32051
2,Miscellaneous CDOT Projects,N CLYBOURN AVE & N LAKEWOOD AVE,2021,69368.96,2301,N CLYBOURN AVE & N LAKEWOOD AVE,census,"c(-87.6612599269999, 41.9193574550001)",43,10,43010
43,In-Road State Law Stop,N CLYBOURN AVE & N MAGNOLIA AVE,2012,410,34774,N CLYBOURN AVE & N MAGNOLIA AVE,census,"c(-87.659688151, 41.918219827)",43,10,43010
32,In-Road State Law Stop,N CLYBOURN AVE & N OAKLEY AVE,2014,950,26141,N CLYBOURN AVE & N OAKLEY AVE,census,"c(-87.685576225, 41.937668042)",32,19,32019
32,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & W BARRY AVE,2017,600,26281,N CLYBOURN AVE & W BARRY AVE,census,"c(-87.685576225, 41.937668042)",32,19,32019
2,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & W WISCONSIN ST,2017,350,2181,N CLYBOURN AVE & W WISCONSIN ST,census,"c(-87.655290394, 41.9150561760001)",32,51,32051
2,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & W WISCONSIN ST,2019,350,2248,N CLYBOURN AVE & W WISCONSIN ST,census,"c(-87.655290394, 41.9150561760001)",32,51,32051
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & W WISCONSIN ST,2018,350,35106,N CLYBOURN AVE & W WISCONSIN ST,census,"c(-87.655290394, 41.9150561760001)",32,51,32051
42,Pavement Markings Menu,N COLUMBUS DR & W RANDOLPH ST,2010,2600,33775,N COLUMBUS DR & W RANDOLPH ST,google,"c(-87.6206769, 41.8844345)",42,44,42044
42,Bollard Menu,N COLUMBUS LOWER DR & E SOUTH WATER LOWER ST,2022,37933.16,34273,N COLUMBUS LOWER DR & E SOUTH WATER LOWER ST,google,"c(-87.6203062, 41.8868609)",42,50,42050
27,In-Road State Law Stop,N CROSBY ST & N LARRABEE ST,2014,550,22023,N CROSBY ST & N LARRABEE ST,census,"c(-87.643053857, 41.8994549930001)",27,21,27021
32,In-Road State Law Stop for Pedestria,N DAMEN AV & W CHARLESTON ST,2010,550,26002,N DAMEN AV & W CHARLESTON ST,google,"c(-87.6777089, 41.9200585)",32,34,32034
32,In-Road State Law Stop for Pedestria,N DAMEN AV & W CORTLAND ST,2010,550,25999,N DAMEN AV & W CORTLAND ST,google,"c(-87.6775942, 41.9162465)",32,4,32004
32,In-Road State Law Stop for Pedestria,N DAMEN AV & W CORTLAND ST,2010,800,26000,N DAMEN AV & W CORTLAND ST,google,"c(-87.6775942, 41.9162465)",32,4,32004
47,Floodlight Menu,N DAMEN AVE & W BELLE PLAINE AVE,2012,500,37711,N DAMEN AVE & W BELLE PLAINE AVE,census,"c(-87.678810755, 41.955986669)",47,12,47012
47,Arterial Street Bump Outs Menu,N DAMEN AVE & W BELLE PLAINE AVE,2021,30908.1,38199,N DAMEN AVE & W BELLE PLAINE AVE,census,"c(-87.678810755, 41.955986669)",47,12,47012
47,Arterial Street Bump Outs Menu,N DAMEN AVE & W BELLE PLAINE AVE,2022,19091.9,38262,N DAMEN AVE & W BELLE PLAINE AVE,census,"c(-87.678810755, 41.955986669)",47,12,47012
47,In-Road State Law Stop,N DAMEN AVE & W BERENICE AVE,2015,350,37861,N DAMEN AVE & W BERENICE AVE,google,"c(-87.6786695, 41.9514098)",47,6,47006
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W BERENICE AVE,2016,350,37927,N DAMEN AVE & W BERENICE AVE,google,"c(-87.6786695, 41.9514098)",47,6,47006
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W BERENICE AVE,2017,350,38009,N DAMEN AVE & W BERENICE AVE,google,"c(-87.6786695, 41.9514098)",47,6,47006
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W BERENICE AVE,2018,350,38083,N DAMEN AVE & W BERENICE AVE,google,"c(-87.6786695, 41.9514098)",47,6,47006
32,In-Road State Law Stop,N DAMEN AVE & W CHARLESTON ST,2014,350,26143,N DAMEN AVE & W CHARLESTON ST,google,"c(-87.6777089, 41.9200585)",32,34,32034
32,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W CHARLESTON ST,2016,350,26223,N DAMEN AVE & W CHARLESTON ST,google,"c(-87.6777089, 41.9200585)",32,34,32034
32,Arterial Street Bump Outs Menu,N DAMEN AVE & W CHURCHILL ST,2017,30000,26276,N DAMEN AVE & W CHURCHILL ST,google,"c(-87.6775761, 41.9147072)",32,4,32004
32,Arterial Street Bump Outs Menu,N DAMEN AVE & W CHURCHILL ST,2021,4550,26444,N DAMEN AVE & W CHURCHILL ST,google,"c(-87.6775761, 41.9147072)",32,4,32004
32,Arterial Street Bump Outs Menu,N DAMEN AVE & W CHURCHILL ST,2022,30774.27,26488,N DAMEN AVE & W CHURCHILL ST,google,"c(-87.6775761, 41.9147072)",32,4,32004
32,In-Road State Law Stop,N DAMEN AVE & W CORTLAND ST,2012,950,26072,N DAMEN AVE & W CORTLAND ST,google,"c(-87.6775942, 41.9162465)",32,4,32004
32,In-Road State Law Stop,N DAMEN AVE & W CORTLAND ST,2014,950,26139,N DAMEN AVE & W CORTLAND ST,google,"c(-87.6775942, 41.9162465)",32,4,32004
47,Sidewalk Menu,N DAMEN AVE & W CULLOM AVE,2020,3736.06,38170,N DAMEN AVE & W CULLOM AVE,google,"c(-87.6789069, 41.9596231)",47,37,47037
47,In-Road State Law Stop,N DAMEN AVE & W EASTWOOD AVE,2012,550,37672,N DAMEN AVE & W EASTWOOD AVE,google,"c(-87.6791075, 41.9660056)",47,36,47036
47,In-Road State Law Stop,N DAMEN AVE & W EASTWOOD AVE,2014,550,37796,N DAMEN AVE & W EASTWOOD AVE,google,"c(-87.6791075, 41.9660056)",47,36,47036
47,In-Road State Law Stop,N DAMEN AVE & W EASTWOOD AVE,2015,350,37864,N DAMEN AVE & W EASTWOOD AVE,google,"c(-87.6791075, 41.9660056)",47,36,47036
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EASTWOOD AVE,2016,350,37928,N DAMEN AVE & W EASTWOOD AVE,google,"c(-87.6791075, 41.9660056)",47,36,47036
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EASTWOOD AVE,2017,350,38026,N DAMEN AVE & W EASTWOOD AVE,google,"c(-87.6791075, 41.9660056)",47,36,47036
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EASTWOOD AVE,2020,350,38160,N DAMEN AVE & W EASTWOOD AVE,google,"c(-87.6791075, 41.9660056)",47,36,47036
47,Sidewalk Menu,N DAMEN AVE & W EASTWOOD AVE,2020,9232.71,38171,N DAMEN AVE & W EASTWOOD AVE,google,"c(-87.6791075, 41.9660056)",47,36,47036
47,In-Road State Law Stop For Pedestrians Sign Menu,N DAMEN AVE & W EASTWOOD AVE,2022,350,38273,N DAMEN AVE & W EASTWOOD AVE,google,"c(-87.6791075, 41.9660056)",47,36,47036
1,Miscellaneous-CDOT,N Damen Ave & W Erie St,2010,700,352,N Damen Ave & W Erie St,google,"c(-87.6769585, 41.8931679)",1,45,01045
1,In-Road State Law Stop,N DAMEN AVE & W EVERGREEN AVE,2013,950,502,N DAMEN AVE & W EVERGREEN AVE,google,"c(-87.6773251, 41.9060102)",1,10,01010
1,In-Road State Law Stop,N DAMEN AVE & W EVERGREEN AVE,2014,2450,551,N DAMEN AVE & W EVERGREEN AVE,google,"c(-87.6773251, 41.9060102)",1,10,01010
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EVERGREEN AVE,2016,600,641,N DAMEN AVE & W EVERGREEN AVE,google,"c(-87.6773251, 41.9060102)",1,10,01010
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EVERGREEN AVE,2016,600,654,N DAMEN AVE & W EVERGREEN AVE,google,"c(-87.6773251, 41.9060102)",1,10,01010
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EVERGREEN AVE,2018,600,763,N DAMEN AVE & W EVERGREEN AVE,google,"c(-87.6773251, 41.9060102)",1,10,01010
