ward,type,location,year,est_cost,lat,long,query
37,In-Road State Law Stop,W DIVISION ST & N LECLAIRE AVE,2015,600,41.9022686,-87.7533164,google
27,Pavement Markings Menu,W DIVISION ST & N NORTH BRANCH ST,2019,2200,41.90353115900007,-87.65544314999994,census
1,In-Road State Law Stop for Pedestrians S,W DIVISION ST & N PAULINA ST,2011,410,41.9032963,-87.6699345,google
1,In-Road State Law Stop,W DIVISION ST & N PAULINA ST,2013,133,41.9032963,-87.6699345,google
1,In-Road State Law Stop,W DIVISION ST & N PAULINA ST,2014,417,41.9032963,-87.6699345,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N PAULINA ST,2016,350,41.9032963,-87.6699345,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N PAULINA ST,2016,350,41.9032963,-87.6699345,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N PAULINA ST,2016,350,41.9032963,-87.6699345,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N PAULINA ST,2018,350,41.9032963,-87.6699345,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N PAULINA ST,2019,350,41.9032963,-87.6699345,google
1,Arterial Street Bump Outs Menu,W DIVISION ST & N PAULINA ST,2021,24066.39,41.9032963,-87.6699345,google
1,Arterial Street Bump Outs Menu,W DIVISION ST & N PAULINA ST,2022,136714.06,41.9032963,-87.6699345,google
2,1 LPR/Existing Camera - NW Division St at State,W DIVISION ST & N STATE ST,2022,10971,41.9039355,-87.6286767,google
1,In-Road State Law Stop for Pedestrians S,W DIVISION ST & N WOLCOTT AVE,2011,800,41.9032337,-87.6748159,google
1,In-Road State Law Stop,W DIVISION ST & N WOLCOTT AVE,2014,550,41.9032337,-87.6748159,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N WOLCOTT AVE,2016,600,41.9032337,-87.6748159,google
1,In-Road State Law Stop For Pedestrians Signs Menu,W DIVISION ST & N WOLCOTT AVE,2019,350,41.9032337,-87.6748159,google
1,Sidewalk Menu,W DIVISION ST & N WOOD ST,2015,2039,41.9032651,-87.6723792,google
24,1 POD Camera Relocation to W Douglas Boulevard & S Central Park Ave,W DOUGLAS BLVD & S CENTRAL PARK AVE,2020,1800,41.862852,-87.7153139,google
35,In-Road State Law Stop For Pedestrians Sign Menu,W DRUMMOND PL & N KIMBALL AVE,2021,350,41.92929461700004,-87.71222405799995,census
31,Alley Apron Menu,W DRUMMOND PL & N LARAMIE AV (5200 W),2011,13138,41.9589366,-87.7574695,google
31,Sidewalk Menu,W DRUMMOND PL & N LAVERGNE AVE,2022,5954.75,41.92875193200007,-87.75139786099999,census
32,Pavement Markings Menu,W EASTMAN ST & N DAYTON ST,2010,1700,41.90745858900004,-87.64941733799998,census
47,Street Bump Outs Menu,W EASTWOOD AVE & N CLAREMONT AVE,2020,6873.81,41.96575901500006,-87.68759822799996,census
47,In-Road State Law Stop,W EASTWOOD AVE & N DAMEN AVE,2013,550,41.96600824800004,-87.67910420599998,census
46,Curb/Gutter Menu,W EASTWOOD AVEDead End (954 W) & N SHERIDAN RD (1000 W),2011,9792,41.9655809,-87.7215166,google
30,Miscellaneous Other,W EDDY ST & N AVONDALE AVE,2014,270,41.945583201000034,-87.71855136099998,census
48,Alley Apron Menu,W ELMDALE AVE & N GREENVIEW AV (1500 W),2011,12150,41.9908217,-87.6676034,google
42,POD CAMERA - Erie & Franklin,W ERIE ST & N FRANKLIN ST,2018,27011,41.8939802,-87.6356363,google
42,Pavement Markings Menu,W ERIE ST & N KINGSBURY ST,2011,2400,41.8939033,-87.6414673,google
41,Curb & Gutter Menu,W EVERELL AVE & N ORIOLE AVE,2016,7031.52,41.992463127000065,-87.81673308999996,census
27,Alley Resurfacing Menu,W EVERGREEN AVE & N CLYBOURN AVE,2022,10050.41,41.9213802,-87.6640548,google
2,Floodlight Menu,W EVERGREEN AVE & N NOBLE ST,2021,1900,41.9061606,-87.6626906,google
26,High Definition Camera,W EVERGREEN AVE & N SPAULDING AVE,2013,22500,41.9055484,-87.709294,google
48,In-Road State Law Stop,W FARRAGUT AVE & N CLARK ST,2014,825,41.977107157000034,-87.66838718699995,census
48,In-Road State Law Stop For Pedestrians Signs Menu,W FARRAGUT AVE & N CLARK ST,2016,600,41.977107157000034,-87.66838718699995,census
48,In-Road State Law Stop For Pedestrians Signs Menu,W FARRAGUT AVE & N CLARK ST,2017,350,41.977107157000034,-87.66838718699995,census
24,5 POD Camera + 5 LPR Existing Cameras: Various Locations,W FIFTH AVE & S KEELER AVE,2021,33552.8,41.8716502,-87.730258,google
48,Traffic Signals,W FOSTER AV & N SHERIDAN RD,2006,296409,41.9763823,-87.6549944,google
39,In-Road State Law Stop for Pedestria,W FOSTER AV & N SPAULDING AV,2010,800,41.9757268,-87.7111204,google
40,1  LPR/Existing Camera - NE Foster and Damen,W FOSTER AVE & N DAMEN AVE,2022,10971,41.9760265,-87.6793982,google
48,Arterial Street Bump Outs Menu,W FOSTER AVE & N KENMORE AVE,2020,50000,41.97637553800007,-87.65641596199998,census
39,Speed Indicator Signs,W FOSTER AVE & N KILBOURN AVE,2021,5500,41.9754126,-87.7406833,google
45,In-Road State Law Stop,W FOSTER AVE & N LOTUS AVE,2012,550,41.97515349200006,-87.76398412799995,census
39,Alley Resurfacing Menu,W FOSTER AVE & N MONTICELLO AVE,2017,7565.33,41.9756345,-87.7196542,google
45,Left-Turn Arrow Menu,W FOSTER AVE & N NAGLE AVE,2016,27100,41.9756589,-87.7878481,google
45,Pavement Markings Menu,W FOSTER AVE & N NAGLE AVE,2016,2300,41.9756589,-87.7878481,google
45,Pavement Markings Menu,W FOSTER AVE & N NATOMA AVE,2018,4300,41.9756107,-87.7927034,google
41,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N OLCOTT AVE,2018,600,41.974353534000045,-87.81445381399999,census
39,In-Road State Law Stop,W FOSTER AVE & N SPAULDING AVE,2014,950,41.9757268,-87.7111204,google
39,Miscellaneous Other,W FOSTER AVE & N TRIPP AVE,2013,20000,41.975465,-87.7343959,google
47,In-Road State Law Stop,W FOSTER AVE & N WAYNE AVE,2015,600,41.976263,-87.6635477,google
47,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N WAYNE AVE,2016,600,41.976263,-87.6635477,google
47,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N WAYNE AVE,2017,600,41.976263,-87.6635477,google
47,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N WAYNE AVE,2017,600,41.976263,-87.6635477,google
47,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N WAYNE AVE,2017,350,41.976263,-87.6635477,google
47,In-Road State Law Stop For Pedestrians Signs Menu,W FOSTER AVE & N WAYNE AVE,2018,600,41.976263,-87.6635477,google
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W FOSTER DR & N LSD FOSTER AV ER,2021,19988.4285714286,41.9770127,-87.6495137,google
48,In-Road State Law Stop,W FOSTER DR & N LSD FOSTER AV XR,2014,550,41.9770127,-87.6495137,google
30,Traffic Signal LED Upgrade Menu,W FULLERTON AVE & N AUSTIN AVE,2017,14000,41.9238842,-87.7756931,google
36,Traffic Signal LED Upgrade Menu,W FULLERTON AVE & N AUSTIN AVE,2017,14000,41.9238842,-87.7756931,google
31,High Definition Camera Menu,W FULLERTON AVE & N CICERO AVE,2020,24776,41.92424161900004,-87.74630064299998,census
31,LPR Reader New Camera,W FULLERTON AVE & N CICERO AVE,2020,27410,41.92424161900004,-87.74630064299998,census
35,Miscellaneous CDOT Projects,W FULLERTON AVE & N KARLOV AVE,2019,1700,41.924424,-87.7292052,google
35,Planter Installation On Fullerton Avenue,W FULLERTON AVE & N KARLOV AVE,2019,1818.9,41.924424,-87.7292052,google
35,Miscellaneous CDOT Projects,W FULLERTON AVE & N KEDVALE AVE,2019,1700,41.9244824,-87.7304496,google
35,Planter Installation On Fullerton Avenue,W FULLERTON AVE & N KEDVALE AVE,2019,1818.9,41.9244824,-87.7304496,google
35,Planter Installation On Fullerton Avenue,W FULLERTON AVE & N KEELER AVE,2019,1818.9,41.92442653300003,-87.73166423399994,census
31,Pedestrian Refuge Island,W FULLERTON AVE & N KEYSTONE AVE,2015,12811,41.9244461,-87.7279841,google
35,Pedestrian Refuge Island,W FULLERTON AVE & N KEYSTONE AVE,2015,12811,41.9244461,-87.7279841,google
35,Miscellaneous CDOT Projects,W FULLERTON AVE & N KEYSTONE AVE,2019,1700,41.9244461,-87.7279841,google
35,Planter Installation On Fullerton Avenue,W FULLERTON AVE & N KEYSTONE AVE,2019,1818.9,41.9244461,-87.7279841,google
43,Curb & Gutter Menu,W FULLERTON AVE & N LAKEVIEW AVE,2017,30283.5,41.925612400000034,-87.63911436699999,census
2,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N LAKEWOOD AVE,2018,350,41.9252481,-87.6608861,google
2,POD CAMERA: FULLERTON & LAKEWOOD,W FULLERTON AVE & N LAKEWOOD AVE,2019,24776,41.9252481,-87.6608861,google
2,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N LAKEWOOD AVE,2020,350,41.9252481,-87.6608861,google
2,360 POD Camera Retrofit - Fullerton & Lakewood,W FULLERTON AVE & N LAKEWOOD AVE,2020,5549.2,41.9252481,-87.6608861,google
2,In-Road State Law Stop For Pedestrians Sign Menu,W FULLERTON AVE & N LAKEWOOD AVE,2021,350,41.9252481,-87.6608861,google
35,Miscellaneous CDOT Projects,W FULLERTON AVE & N LAWNDALE AVE,2020,2369,41.92457526900006,-87.71943573599998,census
30,Traffic Signal LED Upgrade Menu,W FULLERTON AVE & N MENARD AVE,2017,14000,41.92390796800004,-87.77085009499996,census
36,Traffic Signal LED Upgrade Menu,W FULLERTON AVE & N MENARD AVE,2017,14000,41.92390796800004,-87.77085009499996,census
36,Left-Turn Arrow Menu,W FULLERTON AVE & N NARRAGANSETT AVE,2019,70000,41.92367883400004,-87.78544228699997,census
36,1 POD Camera: Fullerton & Narragansett,W FULLERTON AVE & N NARRAGANSETT AVE,2020,24776,41.92367883400004,-87.78544228699997,census
36,Left-Turn Arrow Menu,W FULLERTON AVE & N NARRAGANSETT AVE,2020,39647.46,41.92367883400004,-87.78544228699997,census
1,In-Road State Law Stop for Pedestrians S,W FULLERTON AVE & N OAKLEY AVE,2011,800,41.92493303900005,-87.68520639499997,census
1,In-Road State Law Stop,W FULLERTON AVE & N OAKLEY AVE,2014,950,41.92493303900005,-87.68520639499997,census
1,Traffic Signal LED,W FULLERTON AVE & N ROCKWELL ST,2014,4960,41.924856661000035,-87.69252660999996,census
1,Traffic Signal LED,W FULLERTON AVE & N ROCKWELL ST,2015,19240,41.924856661000035,-87.69252660999996,census
43,In-Road State Law Stop,W FULLERTON AVE & N SEMINARY AVE,2012,960,41.9253383,-87.6560276,google
43,In-Road State Law Stop,W FULLERTON AVE & N SEMINARY AVE,2012,550,41.9253383,-87.6560276,google
43,In-Road State Law Stop,W FULLERTON AVE & N SEMINARY AVE,2013,550,41.9253383,-87.6560276,google
43,In-Road State Law Stop,W FULLERTON AVE & N SEMINARY AVE,2014,350,41.9253383,-87.6560276,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2016,350,41.9253383,-87.6560276,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2016,350,41.9253383,-87.6560276,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2017,350,41.9253383,-87.6560276,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2018,350,41.9253383,-87.6560276,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2019,350,41.9253383,-87.6560276,google
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SEMINARY AVE,2020,350,41.9253383,-87.6560276,google
43,In-Road State Law Stop For Pedestrians Sign Menu,W FULLERTON AVE & N SEMINARY AVE,2022,175,41.9253383,-87.6560276,google
2,In-Road State Law Stop For Pedestrians Sign Menu,W FULLERTON AVE & N SURREY CT,2021,350,41.92526267000005,-87.66051222699997,census
2,In-Road State Law Stop For Pedestrians Sign Menu,W FULLERTON AVE & N SURREY CT,2022,350,41.92526267000005,-87.66051222699997,census
43,In-Road State Law Stop For Pedestrians Signs Menu,W FULLERTON AVE & N SURREY CT,2020,350,41.92526267000005,-87.66051222699997,census
43,Pavement Markings Menu,W FULLERTON PKWY & N CLARK ST,2016,1000,41.925588281000046,-87.64047710899996,census
43,Traffic Signal Upgrades,W FULLERTON PKWY & N CLARK ST,2017,16000,41.925588281000046,-87.64047710899996,census
43,Arterial Street Bump Outs Menu,W FULLERTON PKWY & N GENEVA TER,2019,15586.03,41.92553200200007,-87.64392617199996,census
43,4 LPR w/o Existing Camera: Lake Shore Drive & Fullerton,W FULLERTON PKWY & N LSD FULLERTON AV ER,2021,54820,41.9255366,-87.6439358,google
43,4 LPR w/o Existing Camera: Lake Shore Drive & Fullerton,W FULLERTON PKWY & N LSDFULLERTON AV XR,2021,54820,41.9255366,-87.6439358,google
42,3 LPR on Existing Cameras; 1 Camera Upgrade: Fulton Market @ Des Plaines,W FULTON MARKET & N DESPLAINES ST,2021,64809,41.886804408000046,-87.64427590199995,census
42,Viaduct Improvement Menu,W FULTON ST & N MILWAUKEE AVE,2018,6645,41.886816467000074,-87.64133334499996,census
3,Alley Resurfacing Menu,W GARFIELD BLVD & S PRINCETON AVE,2017,4381.27,41.7941588,-87.6329881,google
35,In-Road State Law Stop For Pedestrians Signs Menu,W GEORGE ST & N CENTRAL PARK AVE,2019,600,41.93373659300005,-87.71723685799998,census
33,Miscellaneous Other,W GEORGE ST & N FRANCISCO AVE,2013,731,41.933901408000054,-87.70012017799996,census
44,In-Road State Law Stop,W GEORGE ST & N HALSTED ST,2014,950,41.9345316,-87.6490696,google
47,Pavement Markings Menu,W GIDDINGS ST & N HAMILTON AVE,2022,2282,41.96779307800006,-87.68239247399998,census
35,Street Resurfacing Menu,W GIDDINGS ST & N HAMLIN AVE,2017,35102.4,41.96738305000008,-87.72311795299998,census
40,Street Bump Outs Menu,W GIDDINGS ST & N VIRGINIA AVE,2021,14488.01,41.967616203000034,-87.69889009199994,census
40,Street Bump Outs Menu,W GIDDINGS ST & N VIRGINIA AVE,2022,11719.375,41.967616203000034,-87.69889009199994,census
2,Street Resurface Menu(1-5),W GLADYS AVE & S HOYNE AV (2100 W)Dead End (2141 W),2011,30941,41.8539812,-87.6783292,google
28,High Definition Camera,W GLADYS AVE & S SPRINGFIELD AVE,2013,1800,41.8762124,-87.7230627,google
28,POD CAMERA RELOCATION FROM 5059 W HUBBARD TO CAMPBELL & LEXINGTON,W GLADYS AVE & S SPRINGFIELD AVE,2018,900,41.8762124,-87.7230627,google
50,Street Resurfacing Menu,W GLENLAKE AVE & N BERNARD ST,2021,7189,41.992028979000054,-87.71525505299996,census
48,2 POD CAMERAS: W Glenlake Ave & N Winthrop; W Thorndale Ave & N Kenmore Ave,W GLENLAKE AVE & N WINTHROP AVE,2019,24776,41.99231841100004,-87.65828118999997,census
45,Alley Resurfacing Menu,W GOODMAN ST & N PARKSIDE AVE,2019,5412.52333333333,41.97203003900006,-87.76976070599994,census
33,Sidewalk Menu,W GRACE ST & N TROY ST,2017,1005.95,41.9502862,-87.706677,google
26,Miscellaneous-CDOT,W GRAND AV & N CAMPBELL AV,2010,900,41.89135090000008,-87.68917402399995,census
27,1 LPR no POD Camera - Grand & Hamlin,W GRAND AVE & N HAMLIN AVE,2021,27410,41.9041974,-87.7214737,google
42,Left-Turn Arrow Menu,W GRAND AVE & N KINGSBURY ST,2012,29950,41.89149963600005,-87.63987412599994,census
42,Traffic Signal Modernization Menu,W GRAND AVE & N KINGSBURY ST,2018,86157,41.89149963600005,-87.63987412599994,census
36,Pedestrian Refuge Island Menu,W GRAND AVE & N MCVICKER AVE,2017,38881.89,41.9207866,-87.7768216,google
29,Pedestrian Countdown Signal Menu,W GRAND AVE & N NORMANDY AVE,2018,41423,41.92361853600005,-87.79279465999997,census
42,Traffic Equipment,W GRAND AVE & N STATE ST,2014,2015,41.891672491000065,-87.62806771699996,census
26,Left-Turn Arrow Menu,W GRAND AVE & W DIVISION ST,2012,70000,41.902747281000075,-87.71777954299995,census
43,Miscellaneous CDOT Projects,W GRANT PL & N SEDGWICK ST,2016,2350,41.9228526,-87.6390331,google
48,Street Bump Outs Menu,W GRANVILLE AVE & N GREENVIEW AVE,2019,6258.25,41.99446905100007,-87.66771988499994,census
48,Alley Resurfacing Menu,W GRANVILLE AVE & N MAGNOLIA AVE,2022,21909.93,41.9945505,-87.6617121,google
39,Arterial Street Bump Outs Menu,W GRANVILLE AVE & N PULASKI RD,2018,33714.28,41.99369321200004,-87.72888247199995,census
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W GRANVILLE AVE & N SHERIDAN RD,2021,19988.4285714286,41.99460170700007,-87.65552354699997,census
48,In-Road State Law Stop,W GREGORY ST & N CLARK ST,2014,275,41.98255410500008,-87.66856004199997,census
40,Curb & Gutter Menu,W GREGORY ST & N FRANCISCO AVE,2015,3200,41.982196335000026,-87.70155527699995,census
24,High Definition Camera,W GRENSHAW ST & S CENTRAL PARK AVE,2014,22500,41.86725569600003,-87.71544398799995,census
2,Pole Painting,W HARRISON ST & S CLINTON ST,2007,1750,41.874390996000045,-87.64095547499994,census
25,Traffic Signals,W HARRISON ST & S HALSTED ST,2009,3000,41.87434275700008,-87.64712600299998,census
2,Pole Painting,W HARRISON ST & S JEFFERSON ST,2007,1050,41.87437491600008,-87.64242273399998,census
29,Speed Indicator Signs,W HARRISON ST & S LEAMINGTON AVE,2022,11000,41.87297197500004,-87.75327916799995,census
11,Bike Lane/Marked Shared Lane Menu,W HARRISON ST & S MORGAN ST,2019,150000,41.8744094,-87.6518087,google
25,Traffic Signals,W HARRISON ST & S MORGAN ST,2009,3000,41.8744094,-87.6518087,google
25,Pole Painting,W HARRISON ST & S RACINE AV,2010,350,41.8742345,-87.6569339,google
24,Miscellaneous CDOT Projects,W HARRISON ST & S ST LOUIS AVE,2021,660,41.8736005,-87.71321,google
2,Pole Painting,W HARRISON ST & W MORGAN ST,2010,3000,41.8744094,-87.6518087,google
2,Street Lighting,W HASTINGS ST & S THROOP ST,2010,1000,41.8642931,-87.6588101,google
44,Alley Apron Menu,W HENDERSON ST & N LAKEWOOD AV (1300 W),2011,8318,41.9399329,-87.6615395,google
41,Traffic Signals,W HIGGINS AV & N OCONTO AV,2008,32000,41.97726,-87.7908634,google
41,Pavement Markings Menu,W HIGGINS AVE & N MONT CLARE AVE,2018,249.74,41.9806002,-87.8046404,google
37,Street Bump Outs Menu,W HIRSCH ST & N LOREL AVE,2022,29966.67,41.905830535000064,-87.75958235099995,census
48,In-Road State Law Stop,W HOLLYWOOD AVE & N CLARK ST,2014,950,41.985130852000054,-87.66911076599996,census
48,1 LPR W/O Existing Camera: Hollywood & Kenmore,W HOLLYWOOD AVE & N KENMORE AVE,2021,27410,41.98550872200008,-87.65666921499997,census
48,1 LPR W/O Existing Camera: Hollywood & Kenmore NE Corner,W HOLLYWOOD AVE & N KENMORE AVE,2021,27410,41.98550872200008,-87.65666921499997,census
48,LPR with Existing Camera at Hollywood and Kenmore,W HOLLYWOOD AVE & N KENMORE AVE,2021,10791,41.98550872200008,-87.65666921499997,census
48,3 LPR Existing POD; 3 LPR w.o Existing POD; 1 POD Camera: Various Locations,W HOLLYWOOD AVE & N KENMORE AVE,2021,19988.4285714286,41.98550872200008,-87.65666921499997,census
40,Alley Apron Menu,W HOLLYWOOD AVE & N SACRAMENTO AV (3000 W),2011,8177,41.896063,-87.7020469,google
48,1 POD Camera,W HOLLYWOOD AVE & N WINTHROP AVE,2021,24776,41.98548460200004,-87.65807215599995,census
48,Pedestrian Refuge Island Menu,W HOOD AVE & N BROADWAY,2017,60000,41.9936243,-87.6603389,google
49,In-Road State Law Stop,W HOWARD ST & N BOSWORTH AVE,2013,1100,42.019364213000074,-87.66949667599994,census
49,In-Road State Law Stop,W HOWARD ST & N BOSWORTH AVE,2015,350,42.019364213000074,-87.66949667599994,census
1,Miscellaneous-CDOT,W Hoyne Ave & W Chicago Ave,2008,28000,41.8958689,-87.6794905,google
1,In-Road State Law Stop for Pedestrians S,W HURON ST & N DAMEN AVE,2011,800,41.894096483000055,-87.67699778499997,census
42,1- PTZ Camera - SW Huron and Kingsbury,W HURON ST & N KINGSBURY ST,2022,24776,41.894703486000026,-87.64148208099994,census
1,1 POD Camera: Noble & Huron (Split w/ Ward 27),W HURON ST & N NOBLE ST,2021,12388,41.894329637000055,-87.66235333599997,census
27,1 POD Camera: Noble & Huron (Split w/ Ward 1),W HURON ST & N NOBLE ST,2021,12388,41.894329637000055,-87.66235333599997,census
42,Traffic Signals,W ILLINOIS ST & N STREETER,2011,15000,41.89113784600005,-87.61109173199998,census
46,Left-Turn Arrow Menu,W IRVING PARK RD & N BROADWAY,2016,8007.16,41.954551569000046,-87.65053084699997,census
47,Pavement Markings,W IRVING PARK RD & N GREENVIEW AVE,2015,8000,41.9543088,-87.6675093,google
47,Speed Indicator Signs,W IRVING PARK RD & N GREENVIEW AVE,2022,985.096666666667,41.9543088,-87.6675093,google
47,Pavement Markings,W IRVING PARK RD & N JANSSEN AVE,2015,6000,41.95433449500007,-87.66584259799998,census
33,Left-Turn Arrow Menu,W IRVING PARK RD & N KEDZIE AVE,2017,45780,41.9539757,-87.7080169,google
38,Traffic Signals,W IRVING PARK RD & N KEELER AV,2007,46183,41.95359885600004,-87.73247223099997,census
45,Miscellaneous CDOT Projects,W IRVING PARK RD & N KOSTNER AVE,2017,2100,41.95354,-87.7380636,google
46,Street Light Upgrade,W IRVING PARK RD & N LAKE SHORE DR,2012,1600,41.95464000700008,-87.64525273499999,census
